#CNN,Input_shape,Power,Memory,Latency,Input_width,Input_size,nb_conv_params,nb_bn_params,nb_fc_params,FLOPs,nb_layers,nb_conv_layers,nb_bn_layers,nb_fc_layers,sum_activations,weighted_sum_neurons
ShuffleNet1.0-v1,"(256, 256, 3)",2136,1998,5.07204257,256,196608,3759048,60384,577000,1437886058,169,49,48,1,16978448,3758934528
ShuffleNet1.0-v1,"(299, 299, 3)",2289,2129.5,5.97674477,299,268203,3759048,60384,577000,2064221906,169,49,48,1,24026435,5437015200
ShuffleNet1.0-v1,"(320, 320, 3)",2518,2130,6.95041082,320,307200,3759048,60384,577000,2241126122,169,49,48,1,26527376,5873011200
ShuffleNet1.0-v1,"(331, 331, 3)",2670.5,2133.5,7.13147427,331,328683,3759048,60384,577000,2514628274,169,49,48,1,29339747,6625505952
ShuffleNet1.0-v1,"(448, 448, 3)",3127.5,2158,11.07493006,448,602112,3759048,60384,577000,4383099626,169,49,48,1,51991184,11510548992
ShuffleNet1.0-v1,"(480, 480, 3)",3204,2181,11.88458917,480,691200,3759048,60384,577000,5030154122,169,49,48,1,59683376,13213555200
ShuffleNet1.0-v1,"(568, 568, 3)",3814,2193,15.68287695,568,967872,3759048,60384,577000,7178060498,169,49,48,1,84614744,18890864640
ShuffleNet1.0-v1,"(600, 600, 3)",3890,2215,17.07104532,600,1080000,3759048,60384,577000,8000199986,169,49,48,1,94354616,21056034816
ShuffleNet1.0-v1,"(800, 800, 3)",5412.5,2288,28.19972268,800,1920000,3759048,60384,577000,13955043722,169,49,48,1,165782576,36703296000
ShuffleNet1.0-v1,"(896, 896, 3)",6250,2330,36.41976497,896,2408448,3759048,60384,577000,17502687338,169,49,48,1,207957008,46040467968
ShuffleNet1.0-v1,"(1024, 1024, 3)",7162,2245.5,45.99190948,1024,3145728,3759048,60384,577000,22857621098,169,49,48,1,271616528,60134312448
ShuffleNet1.0-v1,"(1200, 1200, 3)",8603.5,2321,63.35021571,1200,4320000,3759048,60384,577000,31551016442,169,49,48,1,373779488,83113989120
ShuffleNet1.0-v1,"(1600, 1600, 3)",12013,2845,106.6316616,1600,7680000,3759048,60384,577000,55790463722,169,49,48,1,663122576,146811456000
ShuffleNet1.0-v1,"(1792, 1792, 3)",12925,2805,133.6026545,1792,9633792,3759048,60384,577000,69981038186,169,49,48,1,831820304,184160143872
ShuffleNet1.5-v1,"(32, 32, 3)",1832,2306,4.08835892,32,3072,8422380,90576,865000,70062542,169,49,48,1,399200,132869376
ShuffleNet1.5-v1,"(56, 56, 3)",1831,2308,4.21538697,56,9408,8422380,90576,865000,204958970,169,49,48,1,1380668,496809504
ShuffleNet1.5-v1,"(64, 64, 3)",1831.5,2306,4.25541393,64,12288,8422380,90576,865000,218989790,169,49,48,1,1588208,528885504
ShuffleNet1.5-v1,"(75, 75, 3)",1831,2307,4.29442012,75,16875,8422380,90576,865000,356638922,169,49,48,1,2521271,912689424
ShuffleNet1.5-v1,"(112, 112, 3)",2136,2309,4.71796077,112,37632,8422380,90576,865000,665188982,169,49,48,1,4973000,1736902656
ShuffleNet1.5-v1,"(128, 128, 3)",1984,2309,4.82422475,128,49152,8422380,90576,865000,814698782,169,49,48,1,6344240,2112950016
ShuffleNet1.5-v1,"(150, 150, 3)",1984,2305,5.63125225,150,67500,8422380,90576,865000,1224706850,169,49,48,1,9364412,3217454028
ShuffleNet1.5-v1,"(224, 224, 3)",2442,2313,7.73457733,224,150528,8422380,90576,865000,2452898510,169,49,48,1,19423328,6469127424
ShuffleNet1.5-v1,"(240, 240, 3)",2518,2318,7.85947255,240,172800,8422380,90576,865000,2888547830,169,49,48,1,22534472,7672043520
ShuffleNet1.5-v1,"(256, 256, 3)",2518,2317,8.13053161,256,196608,8422380,90576,865000,3197534750,169,49,48,1,25368368,8449208064
ShuffleNet1.5-v1,"(299, 299, 3)",2900,2333,10.25068739,299,268203,8422380,90576,865000,4592364794,169,49,48,1,35904551,12221917200
ShuffleNet1.5-v1,"(320, 320, 3)",3051,2335,11.57753406,320,307200,8422380,90576,865000,4984661726,169,49,48,1,39636464,13201401600
ShuffleNet1.5-v1,"(331, 331, 3)",3204,2339,11.64361279,331,328683,8422380,90576,865000,5594607818,169,49,48,1,43844279,14893564176
ShuffleNet1.5-v1,"(448, 448, 3)",3966,2364,19.18443791,448,602112,8422380,90576,865000,9750333662,169,49,48,1,77684720,25873917696
ShuffleNet1.5-v1,"(480, 480, 3)",4347,2375,20.71594743,480,691200,8422380,90576,865000,11189963726,169,49,48,1,89178464,29702073600
ShuffleNet1.5-v1,"(568, 568, 3)",5337,2365.5,27.65927,568,967872,8422380,90576,865000,15970802426,169,49,48,1,126437180,42464814624
ShuffleNet1.5-v1,"(600, 600, 3)",5640,2379,30.02198941,600,1080000,8422380,90576,865000,17800088714,169,49,48,1,140990924,47331906336
ShuffleNet1.5-v1,"(800, 800, 3)",7920,2466,49.72384626,800,1920000,8422380,90576,865000,31046930126,169,49,48,1,247712864,82504224000
